Gender,Race/Ethnicity,Home_City,Preferred_Langauge,Hobby_Interest,Budget (in millions),Fathers_Occupation,Mothers_Occupation,Study_Group,Degree_Program,Matric_Marks,Inter_Marks,Year_of_Admission,Campus,University
female,Other,Peshawar,Urdu,Writing,2,Doctor,Doctor,Commerce,BBA,960,940,2020,Peshawar,IMsciences
male,Punjabi,Islamabad,Punjabi,Gaming,1,Engrr,Doctor,Pre-Engrr,BSAviMgt,926,905,2019,Islamabad,AU (Air University)
male,Punjabi,Islamabad,Urdu,Gaming,2,Engrr,Doctor,Pre-Engrr,BSAviMgt,950,905,2019,Islamabad,AU (Air University)
male,Punjabi,Islamabad,Urdu,Writing,1,Army,House Wife,Commerce,BSAviMgt,916,910,2019,Islamabad,AU (Air University)
female,Punjabi,Islamabad,Urdu,Nothing,2,Engrr,House Wife,Commerce,BSAviMgt,911,780,2020,Islamabad,AU (Air University)
female,Punjabi,Islamabad,Urdu,Gaming,1,Retired,Doctor,Pre-Engrr,BSCS,978,776,2019,Islamabad,AU (Air University)
male,Other,Islamabad,Urdu,Nothing,2,Engrr,House Wife,Pre-Engrr,BSCS,877,800,2020,Islamabad,AU (Air University)
male,Other,Islamabad,Punjabi,Nothing,1,Engrr,House Wife,CS,BSCS,978,850,2019,Islamabad,AU (Air University)
male,Other,Islamabad,Urdu,Nothing,2,Engrr,House Wife,CS,BSCS,915,800,2019,Islamabad,AU (Air University)
female,Pashtun,Islamabad,Pashto,Nothing,1,Doctor,House Wife,CS,BSCS,901,960,2020,Islamabad,AU (Air University)
female,Pashtun,Islamabad,Urdu,Gaming,2,Doctor,Doctor,Commerce,BBA,956,940,2019,Islamabad,AU (Air University)
male,Pashtun,Peshawar,Hinko,Nothing,1,Engrr,Doctor,Commerce,BBA,978,902,2019,Islamabad,AU (Air University)
male,Other,Peshawar,Urdu,Nothing,2.5,Engrr,Doctor,Pre-Engrr,BBA,844,980,2020,Islamabad,AU (Air University)
male,Other,Peshawar,Urdu,Nothing,1.5,Doctor,House Wife,Commerce,BBA,975,790,2020,Islamabad,AU (Air University)
female,Other,Peshawar,Urdu,Writing,1.5,Doctor,Doctor,Pre-Engrr,BSMech,988,760,2019,Islamabad,AU (Air University)
female,Other,Islamabad,Urdu,Writing,1.5,Engrr,Doctor,Pre-Engrr,BSMech,866,800,2019,Islamabad,AU (Air University)
male,Punjabi,Lahore,Punjabi,Gaming,1.5,Engrr,Doctor,Pre-Engrr,BSMech,875,950,2020,Islamabad,AU (Air University)
male,Punjabi,Lahore,Urdu,Gaming,1.5,Doctor,House Wife,Pre-Engrr,BSMech,879,988,2019,Islamabad,AU (Air University)
male,Punjabi,Lahore,Lahore,Writing,1.5,Doctor,Doctor,Pre-Engrr,BSEE,856,880,2020,Islamabad,AU (Air University)
female,Punjabi,Lahore,Urdu,Nothing,1.5,Engrr,Doctor,Pre-Engrr,BSCivil,837,870,2019,Islamabad,AU (Air University)
female,Punjabi,Lahore,Urdu,Gaming,2,Engrr,Doctor,Pre-Engrr,BSCivil,830,860,2020,Islamabad,AU (Air University)
male,Punjabi,Islamabad,Urdu,Gaming,1,Engrr,Doctor,Commerce,BSAF,900,958,2019,Islamabad,Bahria University
male,Other,Islamabad,Urdu,Writing,1,Doctor,House Wife,Commerce,BBA,800,850,2019,Lahore,Bahria University
male,Other,Islamabad,Urdu,Nothing,1,Doctor,Doctor,Pre-Engrr,BSCS,700,780,2019,Karachi,Bahria University
male,Other,Islamabad,Urdu,Gaming,1,Retired,Doctor,Pre-Engrr,BSCS,850,980,2019,Islamabad,Bahria University
male,Kashmiris,Islamabad,Punjabi,Gaming,2,Engrr,Doctor,Pre-Engrr,BSSE,760,960,2019,Lahore,Bahria University
male,Kashmiris,Islamabad,Urdu,Writing,2,Doctor,House Wife,Pre-Engrr,BSSE,860,950,2019,Karachi,Bahria University
female,Punjabi,Islamabad,Lahore,Nothing,2,Retired,Doctor,Pre-Engrr,BSIT,950,806,2020,Islamabad,Bahria University
male,Punjabi,Islamabad,Urdu,Gaming,2,Retired,House Wife,CS,BSIT,902,956,2020,Lahore,Bahria University
male,Pashtun,Peshawar,Urdu,Gaming,2,Retired,Doctor,CS,BSAI,965,985,2020,Karachi,Bahria University
female,Pashtun,Peshawar,Urdu,Writing,2,Engrr,Doctor,CS,BSAI,956,974,2020,Islamabad,Bahria University
male,Pashtun,Peshawar,Urdu,Nothing,1.5,Doctor,House Wife,Commerce,BBA,788,952,2020,Lahore,Bahria University
male,Pashtun,Peshawar,Urdu,Gaming,1,Doctor,Doctor,Commerce,BSAF,988,933,2020,Karachi,Bahria University
male,Punjabi,Lahore,Urdu,Gaming,2,Engrr,Doctor,Pre-Engrr,BBA,788,941,2020,Islamabad,Bahria University
female,Punjabi,Lahore,Punjabi,Writing,2,Retired,Doctor,Pre-Engrr,BSAF,796,985,2020,Lahore,Bahria University
male,Sindhi,Islamabad,Urdu,Nothing,1,Doctor,House Wife,Pre-Engrr,BBA,785,963,2020,Karachi,Bahria University
male,Sindhi,Islamabad,Lahore,Gaming,2,Doctor,Doctor,Commerce,BSAF,784,895,2020,Islamabad,Bahria University
female,Sindhi,Islamabad,Urdu,Gaming,2,Retired,Doctor,CS,BSCS,783,896,2020,Lahore,Bahria University
male,Kashmiris,Islamabad,Urdu,Writing,2,Engrr,Doctor,CS,BSCS,782,874,2020,Karachi,Bahria University
female,Kashmiris,Islamabad,Urdu,Nothing,2,Retired,Doctor,CS,BSCS,982,852,2020,Islamabad,Bahria University
female,Kashmiris,Islamabad,Urdu,Gaming,1,Doctor,House Wife,CS,BSCS,952,825,2020,Lahore,Bahria University
male,Pashtun,Peshawar,Pashto,Gaming,2,Engrr,House Wife,CS,BSCS,950,850,2019,Peshawar,CECOS
male,Pashtun,Peshawar,Pashto,Writing,3,Engrr,House Wife,Pre-Engrr,BSCS,980,760,2019,Peshawar,CECOS
male,Pashtun,Peshawar,Pashto,Nothing,2,Engrr,Doctor,Pre-Engrr,BSCS,840,780,2019,Peshawar,CECOS
male,Pashtun,Peshawar,Pashto,Gaming,3,Retired,Doctor,CS,BSCS,940,790,2019,Peshawar,CECOS
male,Pashtun,Peshawar,Pashto,Gaming,2,Doctor,House Wife,Pre-Engrr,BSCivil,780,785,2019,Peshawar,CECOS
male,Pashtun,Peshawar,Pashto,Sports,3,Engrr,House Wife,Pre-Engrr,BSCivil,750,741,2019,Peshawar,CECOS
male,Pashtun,Peshawar,Pashto,Sports,2,Engrr,House Wife,Pre-Engrr,BSCivil,780,752,2019,Peshawar,CECOS
male,Other,Kohat,Pashto,Sports,4,Engrr,Doctor,Pre-Engrr,BSMech,760,763,2019,Peshawar,CECOS
male,Pashtun,Kohat,Pashto,Sports,2,Retired,Doctor,Pre-Engrr,BSMech,704,841,2019,Peshawar,CECOS
female,Other,Abbotabad,Urdu,Sports,3,Doctor,House Wife,Pre-Engrr,BSMech,780,750,2019,Peshawar,CECOS
female,Pashtun,Abbotabad,Punjabi,Sports,4,Engrr,House Wife,Pre-Engrr,BSMech,980,863,2019,Peshawar,CECOS
female,Pashtun,Abbotabad,Punjabi,Sports,2,Engrr,House Wife,Pre-Engrr,BSMech,750,811,2019,Peshawar,CECOS
male,Other,Abbotabad,Urdu,Sports,4,Engrr,Doctor,Pre-Med,BSPharmacy,920,740,2019,Peshawar,CECOS
male,Sindhi,Abbotabad,Urdu,Sports,4,Retired,Doctor,Pre-Med,BSPharmacy,785,705,2019,Peshawar,CECOS
female,Pashtun,Abbotabad,Urdu,Sports,2,Doctor,House Wife,Pre-Med,BSPharmacy,860,704,2019,Peshawar,CECOS
female,Pashtun,Abbotabad,Urdu,Gaming,3,Engrr,House Wife,Pre-Med,BSPharmacy,762,710,2019,Peshawar,CECOS
female,Punjabi,Islamabad,Urdu,Gaming,2,Engrr,House Wife,Pre-Med,BSPharmacy,752,750,2019,Peshawar,CECOS
male,Punjabi,Islamabad,Urdu,Writing,3,Engrr,Doctor,Pre-Med,BSPharmacy,741,780,2019,Peshawar,CECOS
male,Punjabi,Islamabad,Urdu,Nothing,3,Retired,Doctor,Pre-Med,BSPharmacy,752,790,2019,Peshawar,CECOS
male,Punjabi,Islamabad,Urdu,Gaming,3,Doctor,House Wife,Pre-Med,BSPharmacy,752,740,2019,Peshawar,CECOS
female,Sindhi,Karachi,Sindhi,Sports,3,Doctor,House Wife,Commerce,BBA,850,845,2019,Karachi,IBA
male,Sindhi,Karachi,Sindhi,Sports,3,Engrr,House Wife,Commerce,BSAF,860,863,2019,Karachi,IBA
male,Sindhi,Lahore,Punjabi,Sports,4,Engrr,House Wife,Commerce,BBA,840,852,2019,Karachi,IBA
male,Sindhi,Karachi,Sindhi,Sports,3,Engrr,Doctor,Commerce,BSAF,805,841,2019,Karachi,IBA
female,Sindhi,Islamabad,Sindhi,Gaming,4,Retired,Doctor,Commerce,BBA,806,963,2019,Karachi,IBA
male,Other,Islamabad,Urdu,Gaming,4,Doctor,House Wife,CS,BSAF,804,852,2019,Karachi,IBA
male,Other,Islamabad,Urdu,Writing,4,Doctor,House Wife,CS,BBA,807,752,2019,Karachi,IBA
male,Other,Islamabad,Urdu,Nothing,4,Engrr,House Wife,CS,BSAF,809,852,2019,Karachi,IBA
female,Other,Karachi,Urdu,Gaming,4,Engrr,House Wife,Pre-Engrr,BSCS,807,952,2019,Karachi,IBA
male,Other,Karachi,Urdu,Sports,3,Engrr,Doctor,CS,BSCS,804,854,2019,Karachi,IBA
male,Other,Karachi,Urdu,Sports,5,Retired,Doctor,Pre-Engrr,BSEconomics,850,852,2019,Karachi,IBA
male,Other,Mardan,Urdu,Nothing,3,Doctor,House Wife,Pre-Engrr,BBA,960,841,2019,Karachi,IBA
female,Punjabi,Islamabad,Urdu,Writing,4,Doctor,House Wife,Pre-Engrr,BBA,740,856,2019,Karachi,IBA
male,Punjabi,Karachi,Urdu,Nothing,3,Engrr,House Wife,Pre-Engrr,BSAF,850,826,2019,Karachi,IBA
male,Punjabi,Karachi,Urdu,Writing,5,Engrr,House Wife,Commerce,BBA,740,825,2019,Karachi,IBA
male,Pashtun,Karachi,Pashto,Nothing,3,Engrr,Doctor,Commerce,BSAF,875,841,2019,Karachi,IBA
female,Pashtun,Karachi,Pashto,Writing,4,Retired,Doctor,Commerce,BSEconomics,895,789,2019,Karachi,IBA
male,Pashtun,Karachi,Pashto,Nothing,3,Doctor,House Wife,Commerce,BSEconomics,874,895,2019,Karachi,IBA
male,Pashtun,Karachi,Hinko,Writing,4,Doctor,House Wife,Commerce,BSEconomics,862,875,2019,Karachi,IBA
male,Pashtun,Karachi,Pashto,Nothing,3,Engrr,House Wife,Commerce,BSEconomics,841,854,2019,Karachi,IBA
female,Other,Islamabad,Urdu,Nothing,3,Doctor,House Wife,Commerce,BSAF,765,963,2019,Islamabad,Iqra University
male,Other,Karachi,Urdu,Gaming,1,Doctor,House Wife,Pre-Engrr,BSEconomics,746,852,2019,Karachi,Iqra University
male,Punjabi,Islamabad,Urdu,Sports,2,Engrr,House Wife,Commerce,BBA,865,741,2019,Islamabad,Iqra University
male,Sindhi,Karachi,Urdu,Nothing,3,Engrr,House Wife,Pre-Engrr,BSEE,956,963,2019,Karachi,Iqra University
female,Pashtun,Islamabad,Pashto,Gaming,4,Engrr,Doctor,Pre-Engrr,BSCS,985,951,2019,Islamabad,Iqra University
male,Punjabi,Abbotabad,Urdu,Sports,2,Retired,Doctor,CS,BSAI,942,753,2019,Karachi,Iqra University
male,Other,Lahore,Urdu,Nothing,3,Doctor,House Wife,Commerce,BSAF,752,984,2019,Islamabad,Iqra University
male,Punjabi,Karachi,Urdu,Gaming,4,Doctor,House Wife,Commerce,BSEconomics,852,956,2019,Karachi,Iqra University
female,Other,Abbotabad,Urdu,Sports,3,Engrr,House Wife,Commerce,BBA,846,982,2019,Islamabad,Iqra University
male,Punjabi,Karachi,Urdu,Nothing,1,Doctor,House Wife,Pre-Engrr,BSEE,865,952,2020,Karachi,Iqra University
male,Other,Peshawar,Urdu,Gaming,1,Doctor,House Wife,Pre-Engrr,BSCS,862,963,2020,Islamabad,Iqra University
male,Punjabi,Karachi,Urdu,Sports,2,Engrr,House Wife,Pre-Engrr,BSAI,841,852,2020,Karachi,Iqra University
female,Other,Peshawar,Urdu,Nothing,3,Engrr,House Wife,Pre-Engrr,BSAF,813,741,2020,Islamabad,Iqra University
male,Punjabi,Abbotabad,Urdu,Gaming,1,Engrr,Doctor,Pre-Engrr,BSEconomics,823,852,2020,Karachi,Iqra University
male,Other,Kohat,Urdu,Sports,1,Retired,Doctor,Pre-Engrr,BBA,832,746,2020,Islamabad,Iqra University
male,Punjabi,Karachi,Urdu,Nothing,1,Doctor,House Wife,Pre-Engrr,BSEE,823,861,2020,Karachi,Iqra University
female,Other,Karachi,Urdu,Gaming,1,Doctor,House Wife,CS,BSCS,818,843,2020,Islamabad,Iqra University
male,Punjabi,Karachi,Urdu,Sports,1,Engrr,House Wife,CS,BSAI,832,765,2020,Karachi,Iqra University
male,Other,Karachi,Urdu,Nothing,1,Doctor,House Wife,Commerce,BSAF,888,746,2020,Islamabad,Iqra University
male,Punjabi,Karachi,Urdu,Gaming,3,Doctor,House Wife,Commerce,BSEconomics,897,762,2020,Karachi,Iqra University
male,Punjabi,Islamabad,Punjabi,Nothing,4,Doctor,House Wife,Commerce,BSAF,895,850,2020,Islamabad,PU (University of Punjab)
female,Punjabi,Lahore,Punjabi,Gaming,4,Engrr,House Wife,Commerce,BBA,895,900,2019,Lahore,PU (University of Punjab)
female,Punjabi,Islamabad,Punjabi,Gaming,4,Army,Doctor,Pre-Med,MBBS,895,850,2019,Islamabad,PU (University of Punjab)
male,Punjabi,Lahore,Punjabi,Sports,4,Engrr,House Wife,Pre-Med,MBBS,826,960,2020,Lahore,PU (University of Punjab)
male,Other,Islamabad,Urdu,Nothing,4,Doctor,Teacher,Pre-Med,MBBS,1000,985,2020,Islamabad,PU (University of Punjab)
male,Punjabi,Sialkot,Urdu,Gaming,4,Army,Doctor,Pre-Med,BSBiotechnology,1020,950,2020,Lahore,PU (University of Punjab)
female,Punjabi,Sialkot,Urdu,Nothing,4,Teacher,House Wife,Pre-Med,BSBiotechnology,988,963,2020,Islamabad,PU (University of Punjab)
female,Punjabi,Sialkot,Urdu,Gaming,4,Retired,Doctor,Pre-Med,MBBS,999,952,2020,Lahore,PU (University of Punjab)
male,Punjabi,Islamabad,Punjabi,Gaming,3.5,Retired,House Wife,CS,BSCS,966,978,2020,Islamabad,PU (University of Punjab)
male,Punjabi,Sialkot,Punjabi,Sports,3.5,Engrr,Doctor,Pre-Engrr,BSCS,938,987,2020,Lahore,PU (University of Punjab)
male,Pashtun,Peshawar,Punjabi,Nothing,3.5,Engrr,Doctor,Pre-Engrr,BSEconomics,989,954,2020,Islamabad,PU (University of Punjab)
female,Punjabi,Lahore,Punjabi,Gaming,3.5,Army,House Wife,Pre-Engrr,BSChemical,979,962,2020,Lahore,PU (University of Punjab)
female,Pashtun,Peshawar,Pashto,Nothing,3.5,Doctor,Doctor,Pre-Engrr,BSMaterial,998,856,2020,Islamabad,PU (University of Punjab)
male,Punjabi,Sialkot,Punjabi,Gaming,3.5,Teacher,Teacher,Pre-Engrr,BSMaterial,995,895,2020,Lahore,PU (University of Punjab)
male,Punjabi,Islamabad,Punjabi,Gaming,3.8,Teacher,House Wife,Pre-Engrr,BSChemical,925,875,2020,Islamabad,PU (University of Punjab)
male,Punjabi,Lahore,Punjabi,Sports,3.8,Doctor,House Wife,Pre-Med,MBBS,1010,896,2020,Lahore,PU (University of Punjab)
female,Punjabi,Islamabad,Urdu,Nothing,3.8,Doctor,Teacher,Pre-Med,MBBS,969,893,2020,Islamabad,PU (University of Punjab)
female,Punjabi,Lahore,Urdu,Gaming,3.8,Doctor,House Wife,Pre-Med,MBBS,959,852,2020,Lahore,PU (University of Punjab)
male,Punjabi,Islamabad,Urdu,Nothing,3.8,Doctor,House Wife,Pre-Med,MBBS,952,812,2020,Islamabad,PU (University of Punjab)
male,Punjabi,Lahore,Punjabi,Gaming,3.8,Doctor,Teacher,Pre-Med,MBBS,924,874,2020,Lahore,PU (University of Punjab)
female,Punjabi,Sialkot,Punjabi,Gaming,2.6,Retired,House Wife,Commerce,BBA,727,752,2020,Lahore,UMT
female,Punjabi,Islamabad,Punjabi,Sports,3,Engrr,Doctor,Commerce,BSAF,752,763,2019,Lahore,UMT
male,Punjabi,Lahore,Punjabi,Nothing,2.6,Engrr,Doctor,Commerce,BSCS,763,799,2019,Lahore,UMT
male,Punjabi,Islamabad,Urdu,Gaming,2.6,Army,House Wife,Commerce,BSEconomics,789,752,2019,Lahore,UMT
female,Punjabi,Lahore,Urdu,Nothing,4,Doctor,Doctor,Pre-Med,BSBiotechnology,822,741,2019,Lahore,UMT
female,Punjabi,Islamabad,Urdu,Gaming,3,Teacher,Teacher,Pre-Med,Biochemistry,856,782,2019,Lahore,UMT
male,Punjabi,Lahore,Punjabi,Gaming,3,Teacher,House Wife,Pre-Engrr,BSCS,985,793,2019,Lahore,UMT
male,Punjabi,Sialkot,Punjabi,Sports,2.8,Doctor,House Wife,CS,BSCS,755,712,2019,Lahore,UMT
female,Other,Islamabad,Punjabi,Nothing,5,Doctor,Teacher,Pre-Engrr,BSAviMgt,763,725,2019,Lahore,UMT
female,Other,Lahore,Punjabi,Gaming,3,Doctor,House Wife,Pre-Engrr,BSAviMgt,895,850,2019,Lahore,UMT
male,Other,Islamabad,Urdu,Nothing,2.8,Doctor,House Wife,Pre-Engrr,BSAviMgt,895,900,2019,Lahore,UMT
male,Other,Lahore,Urdu,Gaming,3,Doctor,Teacher,Commerce,BSAviMgt,895,850,2019,Lahore,UMT
female,Other,Islamabad,Urdu,Gaming,3,Retired,House Wife,CS,BSAviMgt,826,960,2019,Lahore,UMT
female,Other,Lahore,Punjabi,Sports,2.8,Engrr,Doctor,Pre-Med,BSBiotechnology,1000,985,2019,Lahore,UMT
male,Punjabi,Sialkot,Punjabi,Nothing,3,Engrr,Doctor,Pre-Med,Biochemistry,1020,950,2019,Lahore,UMT
male,Punjabi,Islamabad,Punjabi,Gaming,3,Army,House Wife,Pre-Med,BSBiotechnology,988,963,2019,Lahore,UMT
female,Punjabi,Lahore,Punjabi,Nothing,2.8,Doctor,Doctor,Pre-Med,Biochemistry,999,952,2019,Lahore,UMT
female,Punjabi,Islamabad,Urdu,Gaming,3,Teacher,Teacher,Pre-Engrr,BSEE,989,859,2019,Lahore,UMT
male,Punjabi,Lahore,Urdu,Gaming,4,Teacher,House Wife,Pre-Engrr,BSMech,989,966,2019,Lahore,UMT
male,Punjabi,Islamabad,Urdu,Sports,3,Doctor,House Wife,Pre-Engrr,BSMech,987,986,2019,Lahore,UMT
female,Pashtun,Peshawar,Pashto,Gaming,9,Doctor,Doctor,Pre-Med,MBBS,988,988,2019,Peshawar,Jinnah Medical College
male,Pashtun,Kohat,Pashto,Gaming,10,Doctor,House Wife,Pre-Med,MBBS,975,975,2020,Peshawar,Jinnah Medical College
male,Punjabi,Islamabad,Urdu,Sports,9,Retired,Doctor,Pre-Med,MBBS,952,952,2020,Peshawar,Jinnah Medical College
female,Pashtun,Peshawar,Pashto,Nothing,9,Doctor,House Wife,Pre-Med,MBBS,963,963,2020,Peshawar,Jinnah Medical College
female,Other,Kohat,Urdu,Gaming,10,Doctor,Doctor,Pre-Med,MBBS,941,941,2020,Peshawar,Jinnah Medical College
male,Other,Islamabad,Urdu,Nothing,9,Doctor,House Wife,Pre-Med,MBBS,852,852,2020,Peshawar,Jinnah Medical College
male,Other,Peshawar,Urdu,Gaming,9,Retired,Doctor,Pre-Med,MBBS,952,952,2019,Peshawar,Jinnah Medical College
female,Other,Kohat,Urdu,Gaming,9,Doctor,House Wife,Pre-Med,MBBS,951,951,2019,Peshawar,Jinnah Medical College
male,Other,Islamabad,Urdu,Sports,9,Doctor,Doctor,Pre-Med,MBBS,856,856,2019,Peshawar,Jinnah Medical College
male,Other,Peshawar,Urdu,Gaming,10,Doctor,House Wife,Pre-Med,MBBS,995,995,2019,Peshawar,Jinnah Medical College
female,Other,Kohat,Urdu,Gaming,9,Retired,Doctor,Pre-Med,Biochemistry,998,998,2019,Peshawar,Jinnah Medical College
female,Other,Islamabad,Urdu,Sports,10,Doctor,House Wife,Pre-Med,Biochemistry,998,998,2020,Peshawar,Jinnah Medical College
male,Other,Peshawar,Pashto,Nothing,10,Doctor,Doctor,Pre-Med,Biochemistry,1000,1000,2020,Peshawar,Jinnah Medical College
male,Other,Kohat,Hinko,Gaming,9,Doctor,House Wife,Pre-Med,Biochemistry,1023,1023,2020,Peshawar,Jinnah Medical College
female,Other,Islamabad,Urdu,Nothing,9,Retired,Doctor,Pre-Med,Biochemistry,956,956,2020,Peshawar,Jinnah Medical College
male,Other,Peshawar,Pashto,Gaming,9,Doctor,House Wife,Pre-Med,Biochemistry,955,955,2020,Peshawar,Jinnah Medical College
male,Other,Kohat,Hinko,Gaming,11,Doctor,Doctor,Pre-Med,Physiology,963,963,2020,Peshawar,Jinnah Medical College
female,Other,Islamabad,Urdu,Sports,10,Doctor,House Wife,Pre-Med,Physiology,951,951,2020,Peshawar,Jinnah Medical College
female,Pashtun,Peshawar,Urdu,Gaming,11,Retired,Doctor,Pre-Med,Physiology,886,886,2020,Peshawar,Jinnah Medical College
male,Pashtun,Kohat,Urdu,Gaming,9,Doctor,House Wife,Pre-Med,Physiology,998,998,2019,Peshawar,Jinnah Medical College
male,Pashtun,Islamabad,Urdu,Sports,10,Doctor,Doctor,Pre-Med,Physiology,998,998,2019,Peshawar,Northwest School of Medicine
female,Pashtun,Peshawar,Urdu,Nothing,9,Doctor,House Wife,Pre-Med,Physiology,898,898,2019,Peshawar,Northwest School of Medicine
male,Pashtun,Kohat,Urdu,Gaming,8,Retired,Doctor,Pre-Med,Physiology,987,987,2019,Peshawar,Northwest School of Medicine
male,Punjabi,Islamabad,Punjabi,Nothing,10,Doctor,House Wife,Pre-Med,Physiology,963,963,2019,Peshawar,Northwest School of Medicine
female,Other,Peshawar,Pashto,Gaming,8,Doctor,Doctor,Pre-Med,Physiology,986,986,2019,Peshawar,Northwest School of Medicine
female,Other,Kohat,Urdu,Gaming,9,Doctor,House Wife,Pre-Med,Physiology,985,969,2019,Peshawar,Northwest School of Medicine
male,Punjabi,Islamabad,Punjabi,Sports,8,Retired,Doctor,Pre-Med,Physiology,984,959,2019,Peshawar,Northwest School of Medicine
male,Pashtun,Peshawar,Urdu,Gaming,11,Doctor,House Wife,Pre-Med,Physiology,975,952,2019,Peshawar,Northwest School of Medicine
female,Other,Kohat,Urdu,Gaming,8,Doctor,Doctor,Pre-Med,Pharmacology,952,924,2019,Peshawar,Northwest School of Medicine
male,Other,Islamabad,Urdu,Sports,9,Doctor,House Wife,Pre-Med,Pharmacology,856,951,2019,Peshawar,Northwest School of Medicine
male,Other,Peshawar,Urdu,Nothing,10,Retired,Doctor,Pre-Med,Pharmacology,812,886,2020,Peshawar,Northwest School of Medicine
female,Other,Kohat,Urdu,Gaming,9,Doctor,House Wife,Pre-Med,Pharmacology,856,998,2020,Peshawar,Northwest School of Medicine
female,Other,Islamabad,Urdu,Nothing,8,Doctor,Doctor,Pre-Med,Pharmacology,875,998,2020,Peshawar,Northwest School of Medicine
male,Other,Peshawar,Urdu,Gaming,10,Doctor,House Wife,Pre-Med,Pharmacology,863,898,2020,Peshawar,Northwest School of Medicine
male,Other,Kohat,Urdu,Gaming,8,Retired,Doctor,Pre-Med,Forensics,963,987,2020,Peshawar,Northwest School of Medicine
female,Other,Islamabad,Urdu,Sports,9,Doctor,House Wife,Pre-Med,Forensics,901,963,2019,Peshawar,Northwest School of Medicine
male,Pashtun,Peshawar,Urdu,Gaming,10,Doctor,Doctor,Pre-Med,Forensics,902,986,2019,Peshawar,Northwest School of Medicine
male,Pashtun,Kohat,Urdu,Gaming,9,Doctor,House Wife,Pre-Med,Forensics,930,969,2020,Peshawar,Northwest School of Medicine
female,Punjabi,Islamabad,Urdu,Sports,8,Retired,Doctor,Pre-Med,Forensics,906,959,2019,Peshawar,Northwest School of Medicine
female,Other,Peshawar,Urdu,Nothing,9,Doctor,House Wife,Pre-Med,Forensics,908,952,2019,Peshawar,Northwest School of Medicine
male,Punjabi,Peshawar,Urdu,Nothing,3,Doctor,House Wife,CS,BSCS,990,800,2019,Peshawar,FAST NUCES
male,Pashtun,Kohat,Pashto,Reading,2,Engrr,House Wife,Pre-Engrr,BSEE,900,924,2020,Islamabad,COMSATS
male,Punjabi,Islamabad,Punjabi,Gaming,6,Army,Doctor,Pre-Engrr,BSMech,930,950,2019,Lahore,LUMS
female,Punjabi,Islamabad,Urdu,Nothing,0.6,Engrr,House Wife,Pre-Med,MBBS,890,900,2019,Peshawar,KMC
